DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,DRILLDOWN: Drilldown level,UNIT_ID: Unit identifier,INDICATOR: Indicator,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment,FACNAME: Facility name,FACTYPE: Facility type,LATITUDE: Latitude,LONGITUDE: Longitude,HEALTHSTAFF: Health staff,DOCTORS: Doctors,MIDW: Midwives,NURSES: Nurses,NURSEAIDS: Nurse aides,PHARMAOT: Pharmacy officer techician,PHARMACIST: Pharmacist,MICROSCOPIST: Microscopist,OTHERHS: Other health staff,CATCHPOP: Catchment population,VACC: Vaccination,NEWBORN: Newborn care,STI: STI treatment,TB: Tuberculosis treatment,MALARIA: Malaria treatment,XRAY: X-ray machine,BEDS: Inpatient beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000611: ID000611,NFAC: Number of facilities,1,N: units,,,,,Ailali,Aid post,-8.4512811,160.8303871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000628: ID000628,NFAC: Number of facilities,1,N: units,,,,,Fauabu,Clinic,-8.57298216,160.7166958,12,0,1,1,7,0,0,2,1,6525,Weekly,Yes,Yes,No,Yes,No,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000662: ID000662,NFAC: Number of facilities,1,N: units,,,,,"Ndai, on Ndai Island",Aid post,-7.9073994,160.6195974,2,0,1,0,1,0,0,0,0,200,,Yes,No,No,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000679: ID000679,NFAC: Number of facilities,1,N: units,,,,,Sarawasi,Aid post,-9.52843319,161.4004458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000624: ID000624,NFAC: Number of facilities,1,N: units,,,,,Busufosae,Aid post,-8.86091609,160.7979478,1,,,,1,,,,,1000,Monthly,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000641: ID000641,NFAC: Number of facilities,1,N: units,,,,,Keukwao,Clinic,-8.33623317,160.7257413,2,0,0,0,2,0,0,0,0,3000,,No,No,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000645: ID000645,NFAC: Number of facilities,1,N: units,,,,,Kolofe,Aid post,-8.37637517,160.7292686,1,0,0,0,1,0,0,0,0,600,,No,No,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000649: ID000649,NFAC: Number of facilities,1,N: units,,,,,Lesiala,Aid post,-9.17366405,160.9316674,2,,,1,1,,,,,2500,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000666: ID000666,NFAC: Number of facilities,1,N: units,,,,,Oneoneabu,Aid post,-8.81642049,160.7276706,2,,,,2,,,,,2000,Weekly,No,No,No,Yes,No,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000683: ID000683,NFAC: Number of facilities,1,N: units,,,,,Sulagwalu,Aid post,-8.38177937,160.7068162,1,0,0,0,1,0,0,0,0,4000,Weekly,No,Yes,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000687: ID000687,NFAC: Number of facilities,1,N: units,,,,,Talakali,Clinic,-8.87438571,160.757942,2,0,0,1,1,0,0,0,0,6448,Weekly,Yes,Yes,No,Yes,No,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000620: ID000620,NFAC: Number of facilities,1,N: units,,,,,Auki,Community health centre,-8.7714405,160.6977521,19,0,1,4,6,0,7,1,0,16000,Weekly,No,Yes,Yes,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000632: ID000632,NFAC: Number of facilities,1,N: units,,,,,Gwaonaoa,Clinic,-8.67651096,160.6850421,2,0,0,0,2,0,0,0,0,5804,Weekly,Yes,No,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000653: ID000653,NFAC: Number of facilities,1,N: units,,,,,Malu'u,Community health centre,-8.34961227,160.628628,28,0,1,17,7,1,0,1,1,43162,Weekly,Yes,Yes,Yes,Yes,No,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000654: ID000654,NFAC: Number of facilities,1,N: units,,,,,Mamulele (cloud obscured),Aid post,-8.80440744,160.9002245,1,,,,1,,,0,,800,As required,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000688: ID000688,NFAC: Number of facilities,1,N: units,,,,,Taramata,Aid post,-9.48222296,161.4249538,3,0,0,0,2,0,0,1,0,1300,Weekly,Yes,Yes,Yes,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000612: ID000612,NFAC: Number of facilities,1,N: units,,,,,Aisalinga,Aid post,-8.799573,160.7646257,1,,,,1,,,,,2000,,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000619: ID000619,NFAC: Number of facilities,1,N: units,,,,,Atoifi,Hospital,-8.86976619,161.0040248,45,3,3,30,1,1,0,3,4,26000,Weekly,Yes,Yes,Yes,Yes,Yes,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000633: ID000633,NFAC: Number of facilities,1,N: units,,,,,Gwarata,Aid post,-8.63867209,160.9934997,1,0,0,0,1,0,0,0,0,1300,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000640: ID000640,NFAC: Number of facilities,1,N: units,,,,,Jordon,Aid post,-9.0830224,160.9415261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000667: ID000667,NFAC: Number of facilities,1,N: units,,,,,Orukalia,Aid post,-8.32990038,160.5731684,2,0,0,0,2,0,0,0,0,3000,,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000674: ID000674,NFAC: Number of facilities,1,N: units,,,,,Roapou,Aid post,-9.6563391,161.5651157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000675: ID000675,NFAC: Number of facilities,1,N: units,,,,,Rohinari,Clinic,-9.33443626,161.103767,4,0,0,2,1,0,0,1,0,3600,Weekly,Yes,Yes,Yes,Yes,No,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000608: ID000608,NFAC: Number of facilities,1,N: units,,,,,Abu,Aid post,-8.70267362,160.906862,1,,,,1,,,,,750,Monthly,No,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000610: ID000610,NFAC: Number of facilities,1,N: units,,,,,Afio,Community health centre,-9.59770906,161.3994623,15,0,2,4,2,0,3,1,3,4000,Weekly,Yes,Yes,Yes,Yes,No,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000625: ID000625,NFAC: Number of facilities,1,N: units,,,,,Busurata,Aid post,-8.8258786,160.8164555,2,,1,,1,,,,,3000,Weekly,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000661: ID000661,NFAC: Number of facilities,1,N: units,,,,,Namolaelae,Aid post,-8.8582436,160.9022298,2,,,1,1,,,,,2500,Weekly,Yes,Yes,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000663: ID000663,NFAC: Number of facilities,1,N: units,,,,,Okwala,Aid post,-8.786928333,160.8162417,0,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000665: ID000665,NFAC: Number of facilities,1,N: units,,,,,Oneone,Aid post,-8.59849725,160.7519727,1,0,0,0,1,0,0,0,0,500,Weekly,Yes,Yes,Yes,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000680: ID000680,NFAC: Number of facilities,1,N: units,,,,,Sikaiana (on Sikaiana island),Clinic,-8.4093119,162.9391688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000621: ID000621,NFAC: Number of facilities,1,N: units,,,,,Baunani,Aid post,-9.139568333,160.8572983,1,,,,1,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000638: ID000638,NFAC: Number of facilities,1,N: units,,,,,Hautahe,Aid post,-9.45862098,161.3394123,1,0,0,1,0,0,0,0,0,1450,Weekly,No,Yes,Yes,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000652: ID000652,NFAC: Number of facilities,1,N: units,,,,,Malou,Aid post,-9.45354153,161.4544448,1,0,0,0,1,0,0,0,0,782,Weekly,No,Yes,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000676: ID000676,NFAC: Number of facilities,1,N: units,,,,,Rokera,Aid post,-9.65257566,161.4358581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000693: ID000693,NFAC: Number of facilities,1,N: units,,,,,Tawaro,Clinic,-9.51779623,161.5123678,3,0,0,0,2,0,0,1,0,3200,Weekly,Yes,Yes,No,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-7: Malaita,DD: Drilldown,ID000635: ID000635,NFAC: Number of facilities,1,N: units,,,,,Gwaunatolo,Clinic,-8.455799,160.8427794,4,0,1,0,3,0,0,0,0,3177,Weekly,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
